#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
981,Farigiraf,Normal Psychic,520,120,90,70,110,70,60,Normal,Psychic
982,Dudunsparce Two-Segment Form,Normal,520,125,100,80,85,75,55,Normal,
982,Dudunsparce Three-Segment Form,Normal,520,125,100,80,85,75,55,Normal,
983,Kingambit,Dark Steel,550,100,135,120,60,85,50,Dark,Steel
984,Great Tusk,Ground Fighting,570,115,131,131,53,53,87,Ground,Fighting
985,Scream Tail,Fairy Psychic,570,115,65,99,65,115,111,Fairy,Psychic
986,Brute Bonnet,Grass Dark,570,111,127,99,79,99,55,Grass,Dark
987,Flutter Mane,Ghost Fairy,570,55,55,55,135,135,135,Ghost,Fairy
988,Slither Wing,Bug Fighting,570,85,135,79,85,105,81,Bug,Fighting
989,Sandy Shocks,Electric Ground,570,85,81,97,121,85,101,Electric,Ground
990,Iron Treads,Ground Steel,570,90,112,120,72,70,106,Ground,Steel
991,Iron Bundle,Ice Water,570,56,80,114,124,60,136,Ice,Water
992,Iron Hands,Fighting Electric,570,154,140,108,50,68,50,Fighting,Electric
993,Iron Jugulis,Dark Flying,570,94,80,86,122,80,108,Dark,Flying
994,Iron Moth,Fire Poison,570,80,70,60,140,110,110,Fire,Poison
995,Iron Thorns,Rock Electric,570,100,134,110,70,84,72,Rock,Electric
996,Frigibax,Dragon Ice,320,65,75,45,35,45,55,Dragon,Ice
997,Arctibax,Dragon Ice,423,90,95,66,45,65,62,Dragon,Ice
998,Baxcalibur,Dragon Ice,600,115,145,92,75,86,87,Dragon,Ice
999,Gimmighoul Chest Form,Ghost,300,45,30,70,75,70,10,Ghost,
999,Gimmighoul Roaming Form,Ghost,300,45,30,25,75,45,80,Ghost,
1000,Gholdengo,Steel Ghost,550,87,60,95,133,91,84,Steel,Ghost
1001,Wo-Chien,Dark Grass,570,85,85,100,95,135,70,Dark,Grass
1002,Chien-Pao,Dark Ice,570,80,120,80,90,65,135,Dark,Ice
1003,Ting-Lu,Dark Ground,570,155,110,125,55,80,45,Dark,Ground
1004,Chi-Yu,Dark Fire,570,55,80,80,135,120,100,Dark,Fire
1005,Roaring Moon,Dragon Dark,590,105,139,71,55,101,119,Dragon,Dark
1006,Iron Valiant,Fairy Fighting,590,74,130,90,120,60,116,Fairy,Fighting
1007,Koraidon,Fighting Dragon,670,100,135,115,85,100,135,Fighting,Dragon
1008,Miraidon,Electric Dragon,670,100,85,100,135,115,135,Electric,Dragon
1009,Walking Wake,Water Dragon,590,99,83,91,125,83,109,Water,Dragon
1010,Iron Leaves,Grass Psychic,590,90,130,88,70,108,104,Grass,Psychic
1011,Dipplin,Grass Dragon,485,80,80,110,95,80,40,Grass,Dragon
1012,Poltchageist,Grass Ghost,308,40,45,45,74,54,50,Grass,Ghost
1013,Sinistcha,Grass Ghost,508,71,60,106,121,80,70,Grass,Ghost
1014,Okidogi,Poison Fighting,555,88,128,115,58,86,80,Poison,Fighting
1015,Munkidori,Poison Psychic,555,88,75,66,130,90,106,Poison,Psychic
1016,Fezandipiti,Poison Fairy,555,88,91,82,70,125,99,Poison,Fairy
1017,Ogerpon Teal Mask,Grass,550,80,120,84,60,96,110,Grass,
1017,Ogerpon Wellspring Mask,Grass Water,550,80,120,84,60,96,110,Grass,Water
1017,Ogerpon Hearthflame Mask,Grass Fire,550,80,120,84,60,96,110,Grass,Fire
1017,Ogerpon Cornerstone Mask,Grass Rock,550,80,120,84,60,96,110,Grass,Rock
1018,Archaludon,Steel Dragon,600,90,105,130,125,65,85,Steel,Dragon
1019,Hydrapple,Grass Dragon,540,106,80,110,120,80,44,Grass,Dragon
1020,Gouging Fire,Fire Dragon,590,105,115,121,65,93,91,Fire,Dragon
1021,Raging Bolt,Electric Dragon,590,125,73,91,137,89,75,Electric,Dragon
1022,Iron Boulder,Rock Psychic,590,90,120,80,68,108,124,Rock,Psychic
1023,Iron Crown,Steel Psychic,590,90,72,100,122,108,98,Steel,Psychic
1024,Terapagos Normal Form,Normal,450,90,65,85,65,85,60,Normal,
1024,Terapagos Terastal Form,Normal,600,95,95,110,105,110,85,Normal,
1024,Terapagos Stellar Form,Normal,700,160,105,110,130,110,85,Normal,
1025,Pecharunt,Poison Ghost,600,88,88,160,88,88,88,Poison,Ghost
